Name,Nummer
Spino,8574969
"Obersaxen, Tschappinahüs",8575003
Muttenz,8500020
"Pfäffikon ZH, Wallikon",8503553
"Vella, Sumsiaras",8575099
"Novaggio, Alla Colombina",8575406
"Gossau SG, Watt",8582022
"Lostorf, Sportplatz",8510613
"Hérémence, La Crêta",8511201
Ftan Fionas,8530607
"Cazis, Dorf",8581651
"Breganzona, Camara Scuole",8594215
"Morbio Superiore, Scuole",8583569
"Aranno, Cappella di Aranno",8575389
"Novaggio, Riveri",8575405
"Bidogno, Ventiga",8575432
"Schangnau, Waldegg",8508876
"Eggiwil, Dorf",8508893
"Torricella, Naravazz",8575331
"Massongex, Le Moulin",8570654
"Massongex, Fontany",8570653
"Lamone, Posta Vecchia",8575318
"Ortschwaben, Postgasse",8507984
"Pomy, village",8507953
"Barbengo, Cà Rosa",8575300
"Gland, poste",8570031
"Lostorf, Mitte",8577993
St-Prex (lac),8501321
"Ponte Capriasca, Crano",8575354
"Cureglia, Paese",8575347
"Savosa, Posta",8575338
"Lamone, Ostarietta",8575321
Flumserberg Grueb,8500331
"Crans-Montana, Centre Valaisan",8501599
Basel St. Jakob West (Sptr),8510691
Hertenstein (See),8508462
"Giez, La Pommelaz",8570256
"Fribourg, Beauregard",8577784
Stalden-Saas (Talstation),8501335
Lonay A (bif),8515336
"Susten, Unter Feithieren",8501525
Stalden i.E.,8508256
"Törbel, Skilift Z Niwwu",8571126
"Bärschwil, Dorf",8500655
"Schaan, Kinderheim",8574361
"Flühli LU, Schintmoos",8508646
"Flond, vitg",8574994
"Mesocco, Stazione",8505964
"Kronbühl, alte Post",8506263
"Ambrì-Piotta, Stazione",8575701
"Hofstetten b. Brienz, Schried",8581979
"Lausanne, Rouvraie",8592111
"Vogorno, Sant Antonio",8575510
"Vergeletto, Piazza",8575502
Alabardia,8575530
"Vira (Gambarogno), La Riva",8575528
"Monti di Fosano, Oratorio",8575539
"Meilen, Friedhof",8505448
"Dagmersellen, Industriepark",8581976
"Gland, Lignière",8581932
"S. Nazzaro, Paese",8575557
"Gerra (Gambarogno), Paese",8575556
La Sarvaz,8571009
"Casima, Paese",8575587
"Campora, Chiesa",8575583
"Ranzo, Paese",8575562
"Dirinella, Bivio per Caviano",8575563
"Mendrisio, Borgo",8575575
"Mendrisio, Via Motta",8575574
"Castel S.Pietro, Bv. Corteglia",8575578
Roches Grises,8501447
"Oberegg AI, St. Anton Kapelle",8506860
"Blonay, Champ Dodoz",8593906
"Landquart, Marktplatz",8574568
Furggstalden (Heidbodme),8530950
"Mayens-de-Chamoson, Chapelle",8576595
"Genestrerio, Croce Grande",8575607
Roza (B),8509436
"Villarimboud, village",8575838
"Effretikon, Moosburg",8576135
"Murist, village",8504724
"Les Petits-Ponts, Les Attis",8504738
Piz Lagalb,8509376
"Holderbank AG, Hauptstrasse/Bahnhof",8509435
"Nürensdorf, Berg",8576170
"Oensingen, Schule Oberdorf",8583580
"Bex, Domaine du Rhône",8582007
"Botterens, village",8504910
"Schlieren, Am Rietpark",8590789
"Chur, Brändligasse",8511183
"Bethlehem b. Bern, Säge",8507993
"Baltschieder, Cavallo",8582008
"Torgon, Planchamp",8582389
"Hefenhofen, Sonne",8582162
"Vaduz, Rätikonstrasse",8508220
Engelberg (Talstation Titlis),8508501
"Zürich, Wildbachstrasse",8576200
"Zollikon, Bahnhof",8576184
"Zollikon, Allmend",8576187
"Bassersdorf, Löwen",8576160
Luzern Tiefbahnhof,8509010
"Wiesendangen, Hinterdorf",8576231
"Boppelsen, Hand",8576239
Brusio,8509366
Ospizio Bernina,8509356
Buchs SG,8509404
Surava,8509193
"Misery, village",8504864
"Grimentz, Les Fioz",8582215
"Birwinken, Käserei",8582175
Oberramsern,8508719
"Küsnacht ZH, Schübel",8576211
"Zürich, Meierhofplatz",8576240
"Wiesendangen, Bahnhof",8576227
"Les Tavernes, collège",8582200
"Les Thioleyres, village",8582199
"Peney, village",8582157
"Andwil TG, Eckartshausen",8582176
Flüh (Vzw),8519539
"Sils/Segl Baselgia, Biblioteca",8509880
"Tinizong, Tga Communala",8509894
"Sembrancher, Champlong",8509578
Genève-Souterraine,8509287
Zürich Stadelhofen Ost (Abzw),8510556
"Granges VS, Centre PCI",8509552
"Schmitten (Albula), Dorf",8509875
"Moos, Bahnhof",8582195
"Bern, Untermattweg",8582210
"Uetendorf, Thunstrasse",8582211
"Lussy FR, Le Quartz",8582244
"Bethlehem b. B., Holena. (Wds)",8519407
Trübsee (Stand),8530932
"Scuol, Val Mingèr",8509701
"Trin, Platta",8509726
"Fidaz, Bargis",8509721
Solothurn Depot,8510063
"Flums, Flumserei",8510415
"Stalden VS, Merjen",8571109
"Eggerberg, Schliecht",8571093
Buffalora P10,8509759
"Laax GR, Rancho",8509727
"Bivio, posta",8509755
"Andiast, vitg",8509753
"Steffisburg, Bernstr./Bahnhof",8510648
Salzegg,8507553
Pischahorn (B),8516940
"Meggen, Altstadstrasse",8510891
"Le Lieu, place du village",8510930
"Neuenhof, Bahnhof",8510951
"La Neuveville, Ruis de Vaux",8582213
"Gossau ZH, Oberstufe/Altrüti",8576018
"Wiesendangen, Attikerstrasse",8576229
"Biasca, Centro Sportivo",8582678
Alp Trida (Tals. Blais Gronda),8531286
"Goldingen, Vordersagen",8503391
"Celerina, Suot Mulin",8511013
"Egg, Station",8590601
"Eggerberg, Schmitta",8571103
"Eggerberg, Windegg",8571091
"Eggerberg, Sulzacker",8571105
"Lutry, Culturaz",8593858
"Vissoie, Les Barmes",8505679
Bissone (lago),8505650
"Grimentz, Le Boccard",8505680
"Schnaus, Plaun",8511089
Martigny,8501500
Steinegg,8506275
"Vex, poste",8570894
"Rüti ZH, Bahnhof",8576103
"Wetzikon ZH, Schloss",8576092
"Biel/Bienne, Kreuzplatz/Place de la Croix",8576411
"Samstagern, Zopfschmitten",8576122
"Orpund, Neumatt",8594170
"Hofstetten ZH, Dorf",8582612
"Richterswil, Kerag",8576108
"Däniken, Aarefeld",8582655
Schachen (Herisau),8506291
"Däniken, Allmend",8582645
Leissigen Ost (Spw),8505330
Charrat-Fully,8501501
Uster (See),8530646
"Schönholzerswilen, Hagenbuch",8582601
"Wauwil, Sackmatt",8582443
"Vnà, Jalmèr",8509973
"Sion, Pont-du-Rhône",8570889
"Lyss, Lyssbachpark",8576436
"Aegerten, Stockfeld",8576422
"Les Agettes, garage",8570884
"La Sage, Taillau",8570918
"Törbel, Eischbiel",8571125
"Massongex, Vers-chez-Revet",8507436
Pardorea (c bin),8505242
Chiggiogna (c bin),8505243
"Orvin, église",8576399
"Troistorrents, Propéraz",8510298
"Lyss, Parkschwimmbad",8576435
"Studen BE, Petinesca",8576429
"Bassecourt, Centre commercial",8505814
Gotthard Passhöhe,8505769
"Menzberg, Dorfplatz",8508772
"Ferrera, Ausserferrera",8509754
"Berikon-Widen, Bahnhof Nord",8511429
"Frauenfeld, Sandbüel",8582455
"Fiez, collège",8582422
Prilly-Malley,8518452
Niederbipp Industrie,8518690
"Buchs ZH, Post",8576259
Neukirch-Egnach,8506398
Gemsstock,8505190
"Selden, Gasthaus Steinbock",8576644
Essert-Pittet,8501111
Commerce de fer (racc),8518992
"Bischofszell, Sattelbogen",8578799
"Buchs-Dällikon, Bahnhof",8576260
"Tschappina, Oberbutzweg",8502739
Bern West (Spw),8510363
"Autigny, église",8510872
Monte Brè,8505379
Wil Matt (Abzw),8518973
Schwiedernen,8518984
"Spiezwiler, Schulhaus",8576340
Zollikofen [Gleis 21-22],8519327
Grindelwald Terminal (Eiger),8505294
"Tagelswangen, Dorf",8503378
"Chavannes-le-Chêne, Hôtel",8504987
"Wil ZH, Lirenhof",8576292
"Adelboden, Rainweg",8576319
"Adelboden, Schlegeli Hari",8576323
"Frutigen, Bahnhof",8576318
"Aarau, Gais",8590142
"Laax GR, Cons",8582903
"Achseten, Hoher Steg",8576310
"Frutigen, Marktplatz",8576316
"Falera, Volg",8582894
"Perlen, Holzplatz",8505430
"Vex, Le Villard",8570895
"Mayens-de-Chamoson,Prili-Plane",8576652
St. Johannsen,8576659
"Wasen i.E., Aeschberg",8576687
"Reichenbach i. K., Buchholz",8576363
Burghalden,8503287
Mülberg West,8519643
Luterbach-Attisholz,8500208
Conche (Ayent),8500001
"Bärau, Schärischachen",8576667
"Matten b. I., Jungfraublick",8576641
"Castione, Alle Cave",8507337
"Naters, Moos",8505723
"Lourtier, Brecholey",8500947
Châteauneuf-Conthey,8501510
"Hedingen, Güpf",8582722
"Boll, Rüdenweg",8582748
"Sierre, TechnoArk",8570944
"Martigny-Combe, Drapeau Suisse",8570980
"Gsteig b. Gstaad, Höhe",8571275
"Avenches, Bois de Châtel",8510877
"Leysin, Tobogganing Park",8510893
"Alpe des Chaux, Aiguerousse",8510580
"Gutenburg, Badstrasse",8510971
Buchberg (Fähre),8530836
"Chemin, Trois Limites",8570992
"Fischenthal, Schmittenbach",8587935
"Schluein, Falerin",8575011
"Brione (Verzasca), Piee",8505634
"Sierre, Chapelle St-Antoine",8505681
Warmesberg,8506388
La Cour,8501453
Embrach-Rorbas,8506041
"St. German, Dorfplatz",8571074
"Gstaad, Trom",8571284
Plaun (Nagens),8530910
Vercorin (station amont),8530134
Genève-Quai Gustave Ador (lac),8530700
"Gstaad, Badweidli",8571283
"Gstaad, Bissen Schulhaus",8571297
"Gsteig b. Gstaad, Saali",8571272
"Brusio, Garbella",8583095
"Büttenhardt, Dorf",8503955
Valbella Stätz (Stätzertäli),8531328
"Sonlerto, Bolla (Bavona)",8583076
"Brusio, Cotongi",8583098
Crap Masegn (Treis Palas),8531222
Champéry Planachaud (courbe),8531210
"Wiedlisbach, Wangenstrasse",8576897
"Wangenried, Linde",8576902
"Fahrni b. Thun, Schlierbach",8576603
"Heimenschwand, Hinterägerten",8576619
"Schwarzenegg, Ried Käserei",8576600
"Aeschlen b. O., Langenegg",8576612
"Unterlangenegg, Aebnit",8576601
"Charmoille, anc. poste",8572099
"Fully, La Forêt",8571002
"Pampigny, Laiterie",8511002
"Bussy-Chardonney, rte village",8510992
"Reverolle, Le Moulin",8510996
"Zug, Bahnhof/Damm",8510976
"La Sage, Villaz",8501293
Tusinge,8501283
Ecublens-Rue,8504018
"Gersau, Rotschuo",8505666
"Ayer, Cuimey",8505685
Les Ronquoz,8570836
"Ricken SG, Hinterer Schümberg",8503385
"Neuchâtel, Ecluse (FUNI)",8530006
"Reichenbach i. K., Bären",8571331
"Bettenhausen, Post",8576952
"Langenthal, Bleichestrasse",8576946
"Wangenried, Schule",8576903
Roggwil Schmitten,8508173
St-Légier-Village,8501264
"Martigny, gare",8501292
"Denens, Cigognes",8501278
Vevey (funi),8501250
"Lourtier, village",8501275
"Escholzmatt, Feldmoos",8583068
"Ederswiler, Pré Strayat",8582941
"Flims Waldhaus, Surpunt",8582920
"Laax GR, Acla",8583106
"Bonvillars, bas du village",8582968
"Melchnau, Unterdorf",8576934
"Herzogenbuchsee, Bahnhof",8576917
"Ettenhausen TG, Elggerstrasse",8576933
"Saxeten, Schulhaus",8571328
"Beatenberg, Firnelicht",8571315
"Orbe, Magnenette/Coteau",8595059
"Horgen, Fischenrüti",8573557
"Mitholz, Balmhorn",8507508
"Reichenbach i. K., Reudlen",8507504
"Langnau am Albis, Gartendörfli",8511481
"Worb, Lindhalde",8571742
"Mollendruz, col",8570158
"Epesses, Crêt-Dessus",8570560
"Chanéaz, village",8507660
"Bern, Hauptbahnhof",8507785
"Spiringen, Witerschwanden",8505661
"Gsteigwiler, Dorf",8507869
"Aeschiried, Schulhaus",8507862
"Lajoux JU, La Loge",8576777
"Längenbühl, Grizzlibär",8576798
"Bern, Guisanplatz Expo",8576990
"Münchenbuchsee, Kipfgasse",8576976
Testa Grigia,8511303
"Villars-sur-Glâne, gare sud",8511340
"Payerne, Guillermaux",8557133
"Arrissoules, village",8507651
"Riggisberg, Spital",8507712
"St-Prex, gare sud",8511342
"Mutrux, anc. poste",8507691
Bluematt,8507706
Bühl-Oberzwirgi,8571588
"Frauenfeld, Feldgasse",8583330
"Meiringen, Bahnhof",8571581
"Frauenfeld, General-Weber-Str.",8583333
"Gempen, Sonnhalde",8583344
La Chiésaz,8501265
"Innertkirchen, Eggi",8571596
"Gurzelen, Stuffäri",8576792
"Glovelier, gare",8576779
"Zwingen, Schützenhaus",8572200
"Les Moulins, Les Chabloz",8501343
"Chur, Splügenstrasse",8594448
"Oberdiessbach, Burgdorfstrasse",8502938
Prodalp,8530497
Riedholz,8500283
"Concise, Platet-Christine",8570283
"Laufen, Katholische Kirche",8572143
Bévieux,8501488
Zollikofen West (Spw),8518661
"Fey (Nendaz), Les Bans",8570847
Basel Bad Bf,8500090
Stäfa (See),8503665
First (Grindelwald),8507354
Ländte Hilterfingen,8507151
Romanshorn,8506121
"Zeglingen, Unterdorf",8500779
"Muraz (Collombey), Raffinerie",8583387
"Monthey, Aunaires",8583382
"Pratteln, Lachmatt",8517417
"Sion, Jonction",8583274
"Ottenbach, Geeren",8583363
"Villarzel, Les Râpes",8583423
"Collombey, Centre commercial",8583389
Basel St. Jakob,8500038
"Riazzino, Montedato Municipio",8505902
"Fey (Nendaz), Les Tsejas",8570846
"St. Gallen, Neudorf/R'str.",8580689
"Uebeschi, Dorf",8576808
"Amsoldingen, Kirche",8576831
"Brig, Nordstrasse",8583393
"Lussery-Villars,pl. de Lussery",8583403
"Scharnachtal, Schüelis",8583256
"Oberrohrdorf, Im Feld",8583560
"Wohlen AG, Schützenmatt",8581641
"Schinznach Dorf, Gemeindehaus",8572474
"Bellinzona, Parco Giochi",8575184
"Eggersriet, Tannacker",8574453
"Oensingen, Sternenplatz",8583581
Albanas,8500366
"Meggen, Obermattstrasse",8577199
"Luzern, Verkehrshaus/Lido",8577185
"Concise, La Raisse",8581625
"Alchenstorf, Oberalchenstorf",8576495
"Montherod, village",8501871
Villnachern (Spw),8500312
"Bitsch, Eiche",8587698
"Walchwil, Obersagen",8595340
"Aarberg, Bernfeld",8571260
"Euthal, Alte Festung",8583632
"Breil/Brigels, Crest la Crusch",8583651
"Samnaun-Dorf, Pra Grond",8583624
"Gland, Les Tuillières",8583431
"Susten, Ober Feithieren",8501524
"Wohlen AG, Industriestrasse",8580314
"Schaffhausen, Rheinhalde Mitte",8503967
Gordemo,8505624
"Treycovagnes, village",8507964
"Oberriet SG, Kobelwald",8595376
Alp Bella (Grivalea),8531292
Somtgant (Martegnas),8530923
"Albinenleitern, Flaschen",8501341
"Rain, Rüti",8577257
"Bern, Universität",8571357
"Hofstetten SO, Milchhüsli",8583436
"Rheinfelden, Weiherfeld",8583448
"Auslikon, Schulhausstrasse",8583486
"Obfelden, Gessnerstrasse",8583481
"Prévondavaux, village",8583483
"Lauenen b. Gstaad,Under Tungel",8571295
"Bellach, Wallierenweg",8588588
"Emmenbrücke, Bösfeld",8577236
"Beromünster, Mooskapelle",8577254
"Weggis, Langenzihl",8577211
"Bévilard, place du village",8583850
"Avenches, Montmezard",8583518
"Avenches, Pré-Vert",8583519
"Neuendorf, Migrosstrasse",8583812
Pontresina,8509255
"Bäriswil BE, Mätteli",8577030
"Matten b. I., Hertigässli",8577038
"Emmen, Rüeggisingen",8577276
"Gravesano, Istituto Rusca",8577231
"Gersau, Förstli",8577224
"Rossa, Villaggio",8505768
"Oberkulm, Bahnhof",8510258
"Bedano, Via Mara",8575323
Basel St. Alban-Tal,8530638
Murg West (See),8530666
"Oberkirch LU, Terra Alta",8583706
"Rheinau, Klosterplatz",8503520
"Alpe des Chaux, Les Arsets",8510581
"Avenches, Le Paon",8583723
"Schwarzenberg LU, Ried",8583711
"La Côte-aux-Fées, garage",8583729
"Turbenthal, Usserdorfweg",8583773
"Neudorf, Gormund",8577249
"Emmen, Kasernenstrasse",8577278
"Rubigen, Bahnhof",8577026
"Landquart, Ringstrasse",8577226
"Trun, Via Casa S. Martin",8577230
"Römerswil LU, Niffel",8577094
"Hitzkirch, Dorf",8577070
"Hochdorf, Bahnhof",8577091
"Entlebuch, Rusacher",8577064
"Finsterwald LU, Lippern",8577059
"Hedingen, Hausacker",8582721
"Schüpfheim, Biberebrüggli",8584988
"Grindelwald, Alfa",8585136
"Entlebuch, Spüelen",8577054
"Römerswil LU, Gehren",8577097
"Genève, Rieu",8592894
"Degersheim, Bahnhof",8574201
"Flawil, Niederberg",8573976
"Oleyres, collège",8583521
"Hämikon, Oberdorf",8577078
"Entlebuch, Lehn",8577063
Muntatsch,8531447
"Scheid, Giudem vitg",8577111
Vella (pendicularas),8530570
"Küssnacht am Rigi, Oberdorf",8587770
"Inwil, Körbligen",8577142
"Seewen SZ, Stelzli",8577423
"Meyrin, gare nord",8511269
"Porrentruy, Haut de la Presse",8572045
Vigana (c bin),8505246
"Schwyz, Lücken",8577431
"Schwyz, Obstmühle/Friedhof",8577448
"Ried (Muotathal), Selgis",8577455
"Egnach, Kreisel",8587161
"Salmsach, Birkenweg",8587207
"Hefenhofen, Brüschwil",8587173
"Roggwil TG, Ebnet",8587193
"Rickenbach SZ, Chaisten",8577491
"Rickenbach SZ, Meinradsrank",8577492
"Dällikon, Seitenacker",8576271
"Seuzach, Alterszentrum",8503436
"Säriswil, Birchi",8571367
"Nusshof, Hübel",8578269
"Rickenbach SZ, Lauenen",8577493
"Steinen, Spiegelberg",8577479
"Melano, Tre Pini",8587130
"Ruswil, Soppenstig",8577296
"Othmarsingen, Rössli",8587102
"Amriswil, Almensberg",8587135
"Riva S. Vitale, Cimitero",8587134
"Vésenaz, Saint-Maurice",8587433
"Klosters, Monbiel Parkplatz",8582888
Cavagnago,8575740
"Zeneggen, Obere Hellela",8571053
"Stäfa, Lindenbänkli",8575974
"Pully, Somais",8588440
"Feldbrunnen, Bahnhof",8572377
"Aarau, Aarepark",8572388
"Intragna, Stazione",8587120
"Vuisternens-dt-Romont, Lanciau",8587307
"Herbetswil, Hinterer Hammer",8572333
"Romont FR, Les Rochettes-PAA",8570484
"Nessental, Marmorsäge",8571602
"Campora, Valle",8577354
"Buttisholz, Allmend",8577300
"Bärschwil, Hölzlirank",8572175
"Ueken, Zeihen Abzw.",8572394
"Ueken, Unterdorf",8572395
"Herznach, Oberherznach",8572393
"Fleurier, collège régional",8571855
"Gurtnellen, Fellital",8587428
"Lienz, Dorf",8587447
"Ruswil, Althus",8577336
"Flüelen, Altersheim",8577370
"Nottwil, Abzw. Bahnhof",8577330
"Muggio, Marenca",8577352
"Goldau, Löwenplatz",8577399
"Eyholz, Ritikapelle",8571140
"Hasle LU, Haldenegg",8579707
"Walenstadtberg, alte Post",8578572
"Dussnang, Frohsinn",8578607
"Claro, Biv. per Scubiago",8587468
"Eisten, Ganterbrücke",8571173
"Altdorf UR, Dätwyler AG",8577377
"Blatten b. Naters, Eija",8571168
"Kloten, Ackerstrasse",8588736
"Ecublens-Rue, gare",8510140
"Granges VS, Crêtelongue",8579422
"Praz-de-Fort, Chalet Bérard",8579447
"Engelberg, Brunnibahn",8595402
"Vaduz, Spörry",8508239
"Schwyz, Achermann",8587768
"Cologny, Gradelle",8587384
"Nussbaumen TG, Tobelbrunnen",8580247
"Inkwil, Bahnhof",8578122
"Herrliberg, Grüt",8588000
"Erlenbach ZH, Chapf",8587968
"Erlenbach ZH, Im Loo",8587971
"Ottikon (Gossau), Hasenacher",8587987
"Broc, Le Home",8577728
"Montet (Glâne), Les Jordils",8577700
"Landschlacht, Blindenzentrum",8581700
"Quinto, Scruengo TCS",8581742
"Bramois, Ecole",8583258
"Oberlunkhofen, Haldenmatten",8572602
"Movelier, Place du 23 Juin",8571986
"Marly, Gérine",8577743
"Naters, Kelchbach",8571169
"Mellingen, Krone",8572546
"Wohlenschwil, Mühlematten",8572547
"Gelterkinden, Bahnhof",8572282
"Rieden SG, Dorf",8503768
"Amden, Lehni",8509464
"Wattwil, Tüetlisberg",8503983
"Simplon Dorf, Maschihüs",8571179
"Bühl bei Aarberg, Dorf",8571213
"Ried-Brig, Altersheim",8571190
Rohrfluh,8507566
"Delémont, Pont Neuf",8510375
"Aathal, Bahnhof",8595395
"Thalwil, Sonnenberg",8595406
"Mols, Bahnhof",8595374
"Winterthur, Brüttenerfussweg",8595439
"Bussigny, Sauge",8581920
"Bern, Tavelweg",8590037
Matten b. Interlaken,8510470
"Baden, Historisches Museum",8572582
"Döttingen, Zentrum",8572589
"Bremgarten AG, Badenerstrasse",8572568
"Berikon, Kreisschule",8572599
"Jonen, Käppeli",8572603
Chapelle (diag),8507918
"Charmey (Gruyère), Corbettaz",8577754
Rigi Kaltbad (Luftseilbahn),8530687
"Immensee, Sunnehof",8587881
"Bernex, Loëx Hôpital",8587903
"Zuoz, Aguêl",8587894
"Oberägeri, Fischmatt",8577539
"Brusino Arsizio, Rondello",8587867
"Zuoz, Engiadina",8587887
"Zuoz, staziun",8587889
Montreux-Collège,8501380
"Lyss, KUFA",8595201
"Bussigny, Reculan",8595215
"Oberriet SG, Finkenweg",8588231
Rarnerkumme (Spw),8507464
Ulrichen,8501663
Niederwald,8501670
"Oberägeri, Maienmatt",8577572
"Romairon, Les Rochats bif.",8570271
Lurengo,8575712
"St-Sulpice VD, Bochet",8588157
"Sisseln AG, Breitenacher",8572416
"Reitnau, Halde",8572666
"Font, village",8577608
"Montet (Broye), Petit Montet",8577621
"Stäfa, Strandbad",8588139
"Höchstetten, Post",8588527
"Aefligen, Gemeindehaus",8588528
"Mönchaltorf, Huebstock",8588532
"Rüti b. Büren, Hauptstrasse",8577934
Ranzo-S. Abbondio,8505408
"Staad (Grenchen), Käserei",8577938
"Stein AG, Zürcherstrasse",8572422
"Lüsslingen, Hohberg",8588455
Zermatt Hohtälli,8531163
"Gals, Dorf",8504701
"Würenlos, Spycher",8594309
"Wettingen, Kloster",8587346
"Röthenbach b. H., Chrump",8576908
"Steffisburg, Emberg",8576607
"Brusio, Pergola",8579988
"Waldkirch, Werkhof",8579978
"Bonstetten, Sunnenberg",8579991
"Zürich, Auzelg (Wds)",8519480
Bergüner Stein (B),8518503
Le Clos TMF,8530028
"Emmen, Kirche",8588526
"Berschis, Unterdorf",8588539
"Varen, Deliry",8588295
"Albinen, Schwelli",8588296
"Walenstadt, Stutz",8588537
"Uezwil, im Letten",8572633
Biel/Bienne Bözingenfeld/Champs-de-Boujean,8518771
Gonten Alpsteinblick,8519048
"Meilen, Hallenbad",8588023
Unterbäch (Bergstation),8501659
"Gryon, bif. Alpe Chaux",8501703
Randa,8501687
"Branson, La Colombière",8570999
"Lauenen b. Gstaad, Rohrbrücke",8571291
"Reusch, Talstation",8571276
"Le Creux-des-Biches, bif. gare",8511297
Loc,8579477
"Näfels, Schönegg",8579532
"Frick, Bänihübel",8577981
"Unterseen, am Lauener",8579806
"Moutier, Clair-Logis",8579772
"Fislisbach, Alterszentrum",8579815
"Sierre, Borzuat",8588294
"Uerikon, Rietlirain",8588533
"Thun, Dufourkaserne",8588476
"Walenstadt, Zollacher",8588536
"Gossau SG, Schoretshuebstr.",8588499
"Richterswil, Schwyzerstrasse",8588308
"Winznau, Ausserdorf",8577986
"Oberfrittenbach, Im Bach",8588389
Reckingen VS,8501666
"Moiry VS, barrage",8501738
"Ayer, anc. poste",8501752
"Avry-sur-Matran, Fontanettes",8588347
"Porrentruy, Mont Terri",8572078
"Thalheim AG, Unterdorf",8572477
"Aarau, Amtshaus",8594929
"Auenstein, Gemeindehaus",8572467
"Bad Zurzach, Bahnhof",8572503
"Lupfig, Dorfstrasse",8572506
"Gohl, Grindlenbach",8588396
"Signau, Hof",8588365
"Belp, Fahrhubelweg",8588704
"Brienzerberg, Flielti",8588414
"Blatten b. Naters,Luftseilbahn",8501754
Mittelallalin,8501732
"Chésopelloz, Le Haut",8577808
"Baar, Paradies",8588718
Hirschthal Nord,8519704
"Turbenthal, Seelmatten",8573524
Horw Süd (Spw),8516061
"Develier, Claude-Chappuis",8572016
"Sion, Vieux-Moulin",8582969
Bitsch,8501677
Mörel,8501676
"Vercorin, poste",8501714
Neubrück VS,8501716
Stafel (Lauchernalp),8588693
"Rüthi SG, Bahnhof",8510958
"St. Niklausen OW, Alpenblick",8572912
"Grossteil, Unterni",8572918
"Stansstad, Seehof",8572926
Schweizerhalle Säurefabrik,8500402
"Nidfurn, Abzw. Bahnhof",8503322
"Ste-Croix, Ma Retraite",8504270
"Rivera, Passo del Ceneri",8507230
"Carnago, Rotonda",8507546
"Waltenschwil, Zentrum",8583760
"Sent, Sur En",8509600
"Adlikon b. R., Ziegelhütte",8576281
"La Tzoumaz, centre",8588549
"Hunzenschwil, Korbacher",8588573
"Biel/Bienne, Mettlenweg/Chemin Mettlen",8593354
Langendorf,8500261
"Alterswil FR, Geriwil",8577840
"Hauenstein, Löwen",8578042
"Granges-Paccot, Rte du Coteau",8577813
"Givisiez, Place d'Affry",8577804
"Schalchen, altes Schulhaus",8581691
"Montignez, bif. Grandgourt",8582089
"Beinwil (Freiamt), Unterdorf",8572637
"Murgenthal, Gemeindehaus",8572696
"Zofingen, Oberer Stadteingang",8572728
"Murgenthal, Hohwart",8572698
"Courtion, Moulin-Neuf",8577823
"Oberschrot, Büel",8577844
"Heitenried, Pfandmatta",8577855
"Habsburg, Dorfplatz",8502951
Le Châtelard-Frontière,8501568
Isenau,8501555
Reppaz,8501533
Martigny-Bourg,8501572
Oberrieden Dorf,8502209
"Unterbach BE, Schulhaus",8580604
"Trey, village",8570481
Mezzovico,8505217
"Chexbres, Bellevue",8570563
"Rennaz, centre commercial",8570583
"Reppischhof, Bahnhof",8511434
"Glovelier, église",8500878
"St-Ursanne, Pont St-Jean/ville",8500988
"Genève, Les Ouches",8595020
"Bernex, Sézenove village",8595043
"Abtwil SG, Ausserdorf",8588961
"Winkel, Oberdorf",8573209
"Buchs SG, Rheinau",8574384
"Dully, Bourg d'Amont",8500730
Poschiavo Nord,8519674
"Zollbrück, Bahnhof",8588641
"Felsberg, Brugg",8572786
"Göschenen, Abzw. Salbit",8573109
"Luzern, Unterlöchli",8573058
"Altdorf UR, Allmend",8573089
"Isenthal, Chliwäldli",8573104
"Heitenried, St. Michael",8577856
"St-Aubin FR, Le-Haut",8577830
"Meierskappel, Dorfplatz",8573077
"Haag (Rheintal), Thalisstrasse",8588956
"Emmen, Allmendli",8588980
"Murten, Bernstrasse",8577893
"Jeuss, Schulhaus",8577899
"Horgen, Waidli",8577867
"Jeuss, Dorf Eingang",8577898
"Oberschrot, Gousmatte",8577877
"Zollikofen, Meielen Süd",8595600
"Weggis, Blauweidweg",8595627
"Grüsch, Salätschis",8573635
"Uznach, Bahnhof",8574473
"Les Pommerats, village",8500769
"Vuarrengel, Laiterie",8501980
"Chéserex, poste",8501966
Brittnau-Wikon,8502002
Fionnay,8501765
"Mülenen, Bahnhof",8588800
"Schönbühl, Solothurnstrasse",8589042
"Zollikofen, Schulhaus West",8589051
"Orbe, piscine",8504053
Orange,8519049
"Muttenz, Hallenbad",8578189
Bärenwil,8577910
"Therwil, Mooswasen",8578214
"Muttenz, Mittenza",8578190
Les Combes-sur-Sion,8570774
"Le Brassus, Marchairuz",8595466
"Windisch, Kurve",8572523
"Givisiez, Colombière",8588857
"Hitzkirch, Schönegg",8577076
Niederbipp,8500211
"Altstätten SG, Allmend",8595237
"Nyon, Usine à Gaz",8595599
"Arolla, Magine",8570916
Gurschen,8505191
Martinet,8500943
"Diepflingen, Dorf",8578294
"Châtillens, gare",8570438
"Bühl bei Aarberg, Römerhof",8571215
"Guttet, Abzw. Umfahrung",8588868
"Burgdorf, Nassi",8588914
"Schaffhausen, Nordstrasse",8588884
"Wildegg, Zentrum",8588870
"Morges, St-Jean nord",8588871
"Davos Dischma, Chaiseren",8588895
"Weisstannen, Schulhaus",8595251
"Andermatt, Unterwiler 2",8595236
"Buchserberg, Brunnenbett",8595257
"Chur, Alexanderplatz",8595591
